request_number,industry,gender,nation,model
2698,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2699,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2700,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2701,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2702,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2703,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2704,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2705,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2706,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2707,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2708,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2709,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2710,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2711,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2712,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2713,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2714,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2715,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2716,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2717,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2718,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2719,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2720,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2721,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2722,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2723,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2724,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2725,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2726,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2727,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2728,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2729,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2730,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2731,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2732,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2733,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2734,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2735,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2736,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2737,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2738,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2739,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2740,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2741,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2742,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2743,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2744,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2745,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2746,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2747,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2748,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2749,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2750,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2751,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2752,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2753,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2754,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2755,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2756,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2757,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2758,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2759,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2760,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2761,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2762,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2763,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2764,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2765,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2766,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2767,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2768,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2769,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2770,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2771,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2772,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2773,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2774,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2775,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2776,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2777,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2778,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2779,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2780,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2781,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2782,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2783,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2784,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2785,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2786,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2787,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2788,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2789,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2790,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2791,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2792,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2793,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2794,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2795,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2796,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2797,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2798,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2799,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2800,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2801,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2802,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2803,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2804,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2805,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2806,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2807,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2808,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2809,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2810,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2811,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2812,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2813,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2814,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2815,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2816,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2817,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2818,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2819,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2820,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2821,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2822,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2823,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2824,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2825,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2826,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2827,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2828,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2829,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2830,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2831,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2832,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2833,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2834,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2835,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2836,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2837,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2838,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2839,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2840,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2841,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2842,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2843,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2844,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2845,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2846,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2847,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2848,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2849,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2850,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2851,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2852,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2853,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2854,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2855,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2856,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2857,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2858,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2859,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2860,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2861,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2862,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2863,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2864,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2865,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2866,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2867,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2868,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2869,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2870,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2871,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2872,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2873,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2874,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2875,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2876,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2877,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2878,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2879,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2880,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2881,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2882,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2883,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2884,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2885,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2886,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2887,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2888,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2889,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2890,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2891,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2892,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2893,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2894,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2895,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2896,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2897,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2898,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2899,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2900,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2901,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2902,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2903,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2904,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
