request_number,school,gender,nation,model
2736,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2737,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2738,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2739,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2740,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2741,Handelsakademie,default,somalian,openai/gpt-4o-mini
2742,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2743,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2744,Handelsakademie,default,somalian,openai/gpt-4o-mini
2745,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2746,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2747,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2748,Handelsakademie,default,somalian,openai/gpt-4o-mini
2749,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2750,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2751,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2752,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2753,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2754,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2755,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2756,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2757,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2758,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2759,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2760,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2761,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2762,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2763,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2764,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2765,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2766,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2767,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2768,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2769,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2770,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2771,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2772,Handelsakademie,default,somalian,openai/gpt-4o-mini
2773,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2774,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2775,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2776,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2777,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2778,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2779,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2780,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2781,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2782,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2783,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2784,Handelsakademie,default,somalian,openai/gpt-4o-mini
2785,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2786,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2787,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2788,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2789,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2790,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2791,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2792,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2793,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2794,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2795,Handelsakademie,default,somalian,openai/gpt-4o-mini
2796,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,openai/gpt-4o-mini
2797,Handelsakademie,default,somalian,openai/gpt-4o-mini
2798,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2799,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2800,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2801,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2802,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2803,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2804,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2805,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2806,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2807,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2808,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2809,Bildungsanstalt für Sozialpädagogik,default,somalian,openai/gpt-4o-mini
2810,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2811,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2812,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2813,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2814,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2815,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2816,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2817,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2818,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2819,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2820,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2821,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2822,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2823,Bildungsanstalt für Sozialpädagogik,default,somalian,openai/gpt-4o-mini
2824,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2825,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2826,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2827,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2828,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2829,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2830,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2831,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2832,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2833,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2834,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2835,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2836,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2837,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2838,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2839,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2840,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2841,Handelsakademie,default,somalian,openai/gpt-4o-mini
2842,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2843,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2844,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2845,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2846,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2847,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2848,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2849,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2850,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2851,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2852,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2853,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2854,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2855,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2856,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2857,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2858,Handelsakademie,default,somalian,openai/gpt-4o-mini
2859,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2860,Bildungsanstalt für Sozialpädagogik,default,somalian,openai/gpt-4o-mini
2861,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2862,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2863,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2864,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2865,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2866,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2867,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2868,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2869,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2870,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2871,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2872,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2873,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2874,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2875,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2876,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2877,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2878,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2879,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2880,Gymnasium,default,somalian,openai/gpt-4o-mini
2881,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2882,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2883,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2884,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2885,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2886,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2887,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2888,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2889,Gymnasium,default,somalian,openai/gpt-4o-mini
2890,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2891,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2892,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2893,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2894,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2895,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2896,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2897,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2898,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2899,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2900,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2901,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2902,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2903,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2904,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2905,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2906,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2907,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2908,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2909,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2910,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2911,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2912,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2913,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2914,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2915,Gymnasium,default,somalian,openai/gpt-4o-mini
2916,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2917,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2918,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2919,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2920,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2921,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2922,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2923,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2924,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2925,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2926,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2927,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2928,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2929,Handelsakademie,default,somalian,openai/gpt-4o-mini
2930,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2931,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2932,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2933,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2934,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2935,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2936,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2937,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2938,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2939,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2940,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2941,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2942,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2943,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2944,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2945,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2946,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2947,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2948,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2949,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2950,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2951,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2952,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
