request_number,faculty,gender,nation,model
3080,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3081,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3082,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3083,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3084,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3085,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3086,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3087,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3088,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3089,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3090,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3091,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3092,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3093,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3094,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3095,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3096,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3097,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3098,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3099,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3100,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3101,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3102,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3103,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3104,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3105,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3106,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3107,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3108,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3109,Faculty of Social Sciences,default,japanese,deepseek/deepseek-chat-v3-0324
3110,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3111,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3112,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3113,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3114,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3115,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3116,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3117,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3118,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3119,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3120,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3121,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3122,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3123,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3124,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3125,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3126,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3127,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3128,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3129,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3130,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3131,Faculty of Social Sciences,default,japanese,deepseek/deepseek-chat-v3-0324
3132,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3133,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3134,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3135,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3136,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3137,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3138,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3139,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3140,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3141,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3142,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3144,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3145,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3146,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3147,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3148,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3149,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3150,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3151,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3152,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3153,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3154,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3155,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3156,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3157,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3158,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3159,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3160,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3162,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3163,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3164,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3165,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3166,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3167,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3168,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3169,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3170,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3171,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3172,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3173,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3174,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3175,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3176,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3177,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3178,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3179,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3180,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3181,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3182,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3183,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3184,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3185,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3186,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3187,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3188,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3189,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3190,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3191,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3192,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3193,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3194,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3195,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3196,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3197,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3198,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3199,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3200,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3201,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3202,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3203,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3204,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3205,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3206,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3207,"Faculty of Business, Economics, and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3208,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3209,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3210,Faculty of Social Sciences,default,japanese,deepseek/deepseek-chat-v3-0324
3211,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3212,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3213,"Faculty of Business, Economics, and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3214,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3215,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3216,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3217,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3218,"Faculty of Business, Economics, and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3219,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3220,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3221,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3222,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3223,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3224,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3225,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3226,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3227,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3228,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3229,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
